Search field,Alias 1,Alias 2,Reference in the eForms SDK
touchpoint-fax-addinfo-lot,,,BT-739-Organization-TouchPoint
organisation-identifier-tender-eval-part,,,BT-501-Organization-Company
touchpoint-email-docprovider-part,,,BT-506-Organization-TouchPoint
prize-rank-lot,BT-44-Lot,,BT-44-Lot
organisation-fax-financing,,,BT-739-Organization-Company
group-framework-value-notice,BT-156-NoticeResult,,BT-156-NoticeResult
touchpoint-contact-point-fiscal-legis-part,,,BT-502-Organization-TouchPoint
winner-city,,,BT-513-Organization-Company[OPT-300-Tenderer[OPT-210-Tenderer[OPT-310-Tender[OPT-321-Tender=OPT-320-LotResult[BT-142-LotResult='selec-w']]]]]
organisation-partname-mediator-part,,,BT-16-Organization-Company
touchpoint-name-fiscal-legis-part,,,BT-500-Organization-TouchPoint
touchpoint-name-environ-legis-lot,,,BT-500-Organization-TouchPoint
touchpoint-tel-docprovider-part,,,BT-503-Organization-TouchPoint
variant-allowed-lot,BT-63-Lot,,BT-63-Lot
touchpoint-contact-point-environ-legis-lot,,,BT-502-Organization-TouchPoint
subcontracting-percentage-ind,BT-731-Tender,,BT-731-Tender
competition-termination-proc,BT-756-Procedure,,BT-756-Procedure
touchpoint-name-employ-legis-lot,,,BT-500-Organization-TouchPoint
organisation-person-subcontractor,,,BT-633-Organization
touchpoint-city-serv-prov,,,BT-513-Organization-TouchPoint
organisation-city-environ-legis-part,,,BT-513-Organization-Company
organisation-post-code-mediator-part,,,BT-512-Organization-Company
organisation-email-tender-eval-lot,,,BT-506-Organization-Company
touchpoint-contact-point-tender-receip-part,,,BT-502-Organization-TouchPoint
minimum-candidate-lot,BT-50-Lot,,BT-50-Lot
organisation-country-addinfo-part,,,BT-514-Organization-Company
touchpoint-email-mediator-lot,,,BT-506-Organization-TouchPoint
internal-identifier-proc,BT-22-Procedure,,BT-22-Procedure
AC,,,
place-of-performance-post-code-proc,BT-5121-Procedure,,BT-5121-Procedure
buyer-identifier,BI,,BT-501-Organization-Company[OPT-200-Organization-Company = OPT-300-Procedure-Buyer]
electronic-submission-lot,BT-17-Lot,,BT-17-Lot
touchpoint-tel-environ-legis-lot,,,BT-503-Organization-TouchPoint
touchpoint-name-revieworg-part,,,BT-500-Organization-TouchPoint
review-request-decision,BT-783-Review,,BT-783-Review
touchpoint-tel-tenderer,,,BT-503-Organization-TouchPoint
result-lot-identifier,BT-13713-LotResult,,BT-13713-LotResult
subcontracting-obligation-maximum-lot,BT-729-Lot,,BT-729-Lot
touchpoint-email-tender-receip-part,,,BT-506-Organization-TouchPoint
review-url,BT-794-Review,,BT-794-Review
organisation-gateway-environ-legis-lot,,,BT-509-Organization-Company
document-restricted-part,BT-14-Part,,BT-14-Part
winner-touchpoint-contact-point,,,BT-502-Organization-TouchPoint[OPT-300-Tenderer[OPT-210-Tenderer[OPT-310-Tender[OPT-321-Tender=OPT-320-LotResult[BT-142-LotResult='selec-w']]]]]
organisation-street-fiscal-legis-part,,,"BT-510(a)-Organization-Company, BT-510(b)-Organization-Company, BT-510(c)-Organization-Company"
organisation-city-ted-esen,,,BT-513-Organization-Company
contract-framework-agreement,BT-768-Contract,,BT-768-Contract
buyer-city,TW,,BT-513-Organization-Company[OPT-200-Organization-Company = OPT-300-Procedure-Buyer]
touchpoint-country-sub-mediator-lot,,,BT-507-Organization-TouchPoint
touchpoint-internet-address-serv-prov,,,BT-505-Organization-TouchPoint
organisation-gateway-reviewinfo-lot,,,BT-509-Organization-Company
touchpoint-city-employ-legis-part,,,BT-513-Organization-TouchPoint
organisation-country-docprovider-part,,,BT-514-Organization-Company
touchpoint-country-environ-legis-part,,,BT-514-Organization-TouchPoint
organisation-fax-docprovider-part,,,BT-739-Organization-Company
organisation-tel-paying,,,BT-503-Organization-Company
award-criteria-order-justification,BT-733-LotsGroup,,BT-733-LotsGroup
touchpoint-name-serv-prov,,,BT-500-Organization-TouchPoint
organisation-street-environ-legis-lot,,,"BT-510(a)-Organization-Company, BT-510(b)-Organization-Company, BT-510(c)-Organization-Company"
electronic-auction-lot-url,BT-123-Lot,,BT-123-Lot
organisation-person-reviewinfo-lot,,,BT-633-Organization
touchpoint-country-sub-docprovider-lot,,,BT-507-Organization-TouchPoint
touchpoint-email-paying,,,BT-506-Organization-TouchPoint
touchpoint-email-serv-prov,,,BT-506-Organization-TouchPoint
touchpoint-city-revieworg-part,,,BT-513-Organization-TouchPoint
touchpoint-name-mediator-lot,,,BT-500-Organization-TouchPoint
touchpoint-partname-ted-esen,,,BT-16-Organization-TouchPoint
business-name,,,BT-500-Business
organisation-country-fiscal-legis-part,,,BT-514-Organization-Company
organisation-contact-point-tender-receip-lot,,,BT-502-Organization-Company
organisation-post-code-buyer,,,BT-512-Organization-Company
organisation-identifier-fiscal-legis-lot,,,BT-501-Organization-Company
additional-info-proc,BT-300-procedure,,BT-300-procedure
organisation-contact-point-tender-eval-part,,,BT-502-Organization-Company
organisation-city-addinfo-part,,,BT-513-Organization-Company
organisation-identifier-tender-receip-lot,,,BT-501-Organization-Company
deadline-date-lot,BT-13(d)-Lot,,BT-13(d)-Lot
organisation-partname-docprovider-lot,,,BT-16-Organization-Company
winner-person,,,BT-633-Organization[OPT-300-Tenderer[OPT-210-Tenderer[OPT-310-Tender[OPT-321-Tender=OPT-320-LotResult[BT-142-LotResult='selec-w']]]]]
touchpoint-fax-signatory,,,BT-739-Organization-TouchPoint
change-reason-code,BT-140-notice,,BT-140-notice
organisation-partname-serv-prov,,,BT-16-Organization-Company
touchpoint-country-sub-serv-prov,,,BT-507-Organization-TouchPoint
touchpoint-country-sub-tender-eval-part,,,BT-507-Organization-TouchPoint
touchpoint-country-fiscal-legis-lot,,,BT-514-Organization-TouchPoint
legal-basis-text,BT-01(d)-procedure,,BT-01(d)-procedure
document-restricted-justification-part,BT-707-Part,,BT-707-Part
award-criterion-description-lot,BT-540-Lot,,BT-540-Lot
touchpoint-fax-environ-legis-lot,,,BT-739-Organization-TouchPoint
organisation-fax-environ-legis-part,,,BT-739-Organization-Company
organisation-fax-tender-eval-part,,,BT-739-Organization-Company
touchpoint-name-environ-legis-part,,,BT-500-Organization-TouchPoint
organisation-person-addinfo-part,,,BT-633-Organization
touchpoint-internet-address-reviewinfo-part,,,BT-505-Organization-TouchPoint
organisation-partname-tender-eval-part,,,BT-16-Organization-Company
organisation-country-tenderer,,,BT-514-Organization-Company
missing-info-submission-description-lot,BT-772-Lot,,BT-772-Lot
organisation-country-financing,,,BT-514-Organization-Company
organisation-country-sub-ted-esen,,,BT-507-Organization-Company
framework-value-cur-notice,,,BT-118-NoticeResult
organisation-post-code-tender-receip-lot,,,BT-512-Organization-Company
subcontracting-obligation-lot,BT-65-Lot,,BT-65-Lot
contract-nature-add-proc,BT-531-Procedure,,BT-531-Procedure
organisation-post-code-docprovider-lot,,,BT-512-Organization-Company
notice-purpose,OPP-100-Business,,OPP-100-Business
organisation-city-financing,,,BT-513-Organization-Company
touchpoint-post-code-addinfo-lot,,,BT-512-Organization-TouchPoint
touchpoint-tel-paying,,,BT-503-Organization-TouchPoint
touchpoint-post-code-buyer,,,BT-512-Organization-TouchPoint
organisation-person-employ-legis-lot,,,BT-633-Organization
buyer-touchpoint-gateway,,,BT-509-Organization-TouchPoint[OPT-200-Organization-Company = OPT-300-Procedure-Buyer]
organisation-post-code-addinfo-lot,,,BT-512-Organization-Company
estimated-value-glo,BT-27-LotsGroup,,BT-27-LotsGroup
estimated-value-lot,BT-27-Lot,,BT-27-Lot
internal-identifier-glo,BT-22-LotsGroup,,BT-22-LotsGroup
result-value-notice,BT-161-NoticeResult,,BT-161-NoticeResult
ubo-email,,,BT-506-UBO
touchpoint-country-mediator-lot,,,BT-514-Organization-TouchPoint
organisation-internet-address-mediator-part,,,BT-505-Organization-Company
winner-owner-nationality,BT-706-UBO,,BT-706-UBO
organisation-contact-point-fiscal-legis-lot,,,BT-502-Organization-Company
organisation-gateway-tender-eval-lot,,,BT-509-Organization-Company
touchpoint-name-paying,,,BT-500-Organization-TouchPoint
organisation-street-mediator-part,,,"BT-510(a)-Organization-Company, BT-510(b)-Organization-Company, BT-510(c)-Organization-Company"
organisation-city-reviewinfo-lot,,,BT-513-Organization-Company
tender-value-cur-lowest,,,BT-710-LotResult
award-criteria-complicated-glo,BT-543-LotsGroup,,BT-543-LotsGroup
organisation-name-addinfo-lot,,,BT-500-Organization-Company
organisation-post-code-addinfo-part,,,BT-512-Organization-Company
organisation-street-docprovider-lot,,,"BT-510(a)-Organization-Company, BT-510(b)-Organization-Company, BT-510(c)-Organization-Company"
touchpoint-city-reviewinfo-part,,,BT-513-Organization-TouchPoint
organisation-name-tenderer,,,BT-500-Organization-Company
organisation-person-tender-receip-part,,,BT-633-Organization
touchpoint-contact-point-employ-legis-part,,,BT-502-Organization-TouchPoint
touchpoint-post-code-paying,,,BT-512-Organization-TouchPoint
organisation-person-employ-legis-part,,,BT-633-Organization
tender-value,BT-720-Tender,,BT-720-Tender
organisation-city-subcontractor,,,BT-513-Organization-Company
award-criterion-complicated-lot,BT-543-Lot,,BT-543-Lot
deadline-date-part,BT-13(d)-Part,,BT-13(d)-Part
touchpoint-contact-point-docprovider-lot,,,BT-502-Organization-TouchPoint
organisation-partname-environ-legis-part,,,BT-16-Organization-Company
organisation-internet-address-addinfo-part,,,BT-505-Organization-Company
touchpoint-contact-point-tender-eval-part,,,BT-502-Organization-TouchPoint
touchpoint-tel-mediator-lot,,,BT-503-Organization-TouchPoint
organisation-internet-address-environ-legis-part,,,BT-505-Organization-Company
csecurity-clearance-description-lot,BT-732-Lot,,BT-732-Lot
organisation-country-sub-reviewinfo-lot,,,BT-507-Organization-Company
organisation-email-tender-receip-part,,,BT-506-Organization-Company
touchpoint-country-sub-fiscal-legis-lot,,,BT-507-Organization-TouchPoint
tender-payment-value-res,BT-779-Tender,,BT-779-Tender
touchpoint-partname-buyer,,,BT-16-Organization-TouchPoint
organisation-internet-address-environ-legis-lot,,,BT-505-Organization-Company
organisation-street-employ-legis-lot,,,"BT-510(a)-Organization-Company, BT-510(b)-Organization-Company, BT-510(c)-Organization-Company"
winner-touchpoint-internet-address,,,BT-505-Organization-TouchPoint[OPT-300-Tenderer[OPT-210-Tenderer[OPT-310-Tender[OPT-321-Tender=OPT-320-LotResult[BT-142-LotResult='selec-w']]]]]
winner-partname,,,BT-16-Organization-Company[OPT-300-Tenderer[OPT-210-Tenderer[OPT-310-Tender[OPT-321-Tender=OPT-320-LotResult[BT-142-LotResult='selec-w']]]]]
organisation-internet-address-tender-receip-lot,,,BT-505-Organization-Company
buyer-reviewrequests-irregularity-type-val,BT-635-LotResult,,BT-635-LotResult
internal-identifier-lot,BT-22-Lot,,BT-22-Lot
winner-contact-point,,,BT-502-Organization-Company[OPT-300-Tenderer[OPT-210-Tenderer[OPT-310-Tender[OPT-321-Tender=OPT-320-LotResult[BT-142-LotResult='selec-w']]]]]
touchpoint-city-buyer,,,BT-513-Organization-TouchPoint
touchpoint-gateway-subcontractor,,,BT-509-Organization-TouchPoint
concession-revenue-cur-user,,,BT-162-Tender
document-unofficial-language-lot,BT-737-Lot,,BT-737-Lot
organisation-tel-revieworg-part,,,BT-503-Organization-Company
touchpoint-country-sub-tenderer,,,BT-507-Organization-TouchPoint
organisation-contact-point-buyer,,,BT-502-Organization-Company
received-submissions-type-code,BT-760-LotResult,,BT-760-LotResult
touchpoint-internet-address-ted-esen,,,BT-505-Organization-TouchPoint
deadline-receipt-request-date-lot,BT-1311(d)-Lot,,BT-1311(d)-Lot
place-of-performance-city-proc,BT-5131-Procedure,,BT-5131-Procedure
tender-identifier,,,BT-3201-Tender[BT-3202-Contract]
organisation-name-subcontractor,,,BT-500-Organization-Company
organisation-internet-address-financing,,,BT-505-Organization-Company
organisation-country-reviewinfo-part,,,BT-514-Organization-Company
touchpoint-email-tender-receip-lot,,,BT-506-Organization-TouchPoint
organisation-fax-serv-prov,,,BT-739-Organization-Company
electronic-signature-lot,BT-744-Lot,,BT-744-Lot
sme-part,BT-726-Part,,BT-726-Part
touchpoint-gateway-reviewinfo-lot,,,BT-509-Organization-TouchPoint
organisation-tel-buyer,,,BT-503-Organization-Company
touchpoint-country-tender-eval-lot,,,BT-514-Organization-TouchPoint
review-body-type,BT-799-ReviewBody,,BT-799-ReviewBody
title-part,BT-21-Part,,BT-21-Part
review-description,BT-789-Review,,BT-789-Review
touchpoint-city-addinfo-part,,,BT-513-Organization-TouchPoint
winner-internet-address,,,BT-505-Organization-Company[OPT-300-Tenderer[OPT-210-Tenderer[OPT-310-Tender[OPT-321-Tender=OPT-320-LotResult[BT-142-LotResult='selec-w']]]]]
touchpoint-country-docprovider-lot,,,BT-514-Organization-TouchPoint
organisation-email-employ-legis-lot,,,BT-506-Organization-Company
touchpoint-country-sub-tender-eval-lot,,,BT-507-Organization-TouchPoint
registration-date,OPP-113-Business-European,,OPP-113-Business-European
organisation-gateway-revieworg-part,,,BT-509-Organization-Company
award-criterion-order-justification-lot,BT-733-Lot,,BT-733-Lot
touchpoint-email-fiscal-legis-lot,,,BT-506-Organization-TouchPoint
reserved-execution-part,BT-736-Part,,BT-736-Part
touchpoint-post-code-tenderer,,,BT-512-Organization-TouchPoint
touchpoint-contact-point-buyer,,,BT-502-Organization-TouchPoint
tool-name-part,BT-632-Part,,BT-632-Part
touchpoint-contact-point-tender-eval-lot,,,BT-502-Organization-TouchPoint
organisation-internet-address-revieworg-lot,,,BT-505-Organization-Company
organisation-country-environ-legis-part,,,BT-514-Organization-Company
winner-gateway,,,BT-509-Organization-Company[OPT-300-Tenderer[OPT-210-Tenderer[OPT-310-Tender[OPT-321-Tender=OPT-320-LotResult[BT-142-LotResult='selec-w']]]]]
organisation-name-employ-legis-lot,,,BT-500-Organization-Company
touchpoint-post-code-revieworg-lot,,,BT-512-Organization-TouchPoint
review-technical-id,BT-804-Review,,BT-804-Review
touchpoint-contact-point-addinfo-lot,,,BT-502-Organization-TouchPoint
form-type,BT-03-notice,,BT-03-notice
following-contract-lot,BT-41-Lot,,BT-41-Lot
organisation-identifier-mediator-lot,,,BT-501-Organization-Company
touchpoint-city-revieworg-lot,,,BT-513-Organization-TouchPoint
buyer-review-compainants-code,BT-712(a)-LotResult,,BT-712(a)-LotResult
touchpoint-fax-environ-legis-part,,,BT-739-Organization-TouchPoint
organisation-fax-mediator-lot,,,BT-739-Organization-Company
touchpoint-partname-docprovider-lot,,,BT-16-Organization-TouchPoint
organisation-name-revieworg-lot,,,BT-500-Organization-Company
organisation-email-financing,,,BT-506-Organization-Company
document-official-language-part,BT-708-Part,,BT-708-Part
organisation-email-revieworg-lot,,,BT-506-Organization-Company
previous-planning-identifier-part-lot,BT-1251-Lot,,BT-1251-Lot
selection-criteria-second-stage-invite-number-weight-lot,BT-7531-Lot,,BT-7531-Lot
contract-nature-main-lot,BT-23-Lot,,BT-23-Lot
organisation-contact-point-environ-legis-lot,,,BT-502-Organization-Company
modification-reason-description,BT-201-Contract,,BT-201-Contract
touchpoint-internet-address-buyer,,,BT-505-Organization-TouchPoint
deadline-receipt-request-time-lot,BT-1311(t)-Lot,,BT-1311(t)-Lot
organisation-country-sub-revieworg-part,,,BT-507-Organization-Company
touchpoint-post-code-financing,,,BT-512-Organization-TouchPoint
buyer-country-i18ns,,,
organisation-street-reviewinfo-lot,,,"BT-510(a)-Organization-Company, BT-510(b)-Organization-Company, BT-510(c)-Organization-Company"
dps-termination-lot,BT-119-LotResult,,BT-119-LotResult
touchpoint-fax-tenderer,,,BT-739-Organization-TouchPoint
place-of-performance-post-code-lot,BT-5121-Lot,,BT-5121-Lot
organisation-fax-reviewinfo-lot,,,BT-739-Organization-Company
subcontracting-percentage,BT-555-Tender,,BT-555-Tender
touchpoint-tel-tender-receip-lot,,,BT-503-Organization-TouchPoint
place-of-performance-subdiv-part,BT-5071-Part,,BT-5071-Part
touchpoint-country-reviewinfo-lot,,,BT-514-Organization-TouchPoint
organisation-gateway-reviewinfo-part,,,BT-509-Organization-Company
organisation-gateway-docprovider-lot,,,BT-509-Organization-Company
term-performance-lot,BT-70-Lot,,BT-70-Lot
organisation-email-fiscal-legis-lot,,,BT-506-Organization-Company
touchpoint-partname-docprovider-part,,,BT-16-Organization-TouchPoint
organisation-contact-point-tender-receip-part,,,BT-502-Organization-Company
touchpoint-post-code-tender-eval-part,,,BT-512-Organization-TouchPoint
modification-description,BT-202-Contract,,BT-202-Contract
value-prize-cur-lot,,,BT-644-Lot
contract-identifier,BT-150-Contract,,BT-150-Contract
deletion-date,,,
submission-url-lot,BT-18-Lot,,BT-18-Lot
touchpoint-tel-fiscal-legis-part,,,BT-503-Organization-TouchPoint
organisation-country-ted-esen,,,BT-514-Organization-Company
award-criterion-name-lot,BT-734-Lot,,BT-734-Lot
successive-redution-lot,BT-52-Lot,,BT-52-Lot
ubo-country,,,BT-514-UBO
touchpoint-internet-address-mediator-part,,,BT-505-Organization-TouchPoint
touchpoint-name-tenderer,,,BT-500-Organization-TouchPoint
touchpoint-street-docprovider-lot,,,"BT-510(a)-Organization-TouchPoint, BT-510(b)-Organization-TouchPoint, BT-510(c)-Organization-TouchPoint"
touchpoint-partname-reviewinfo-part,,,BT-16-Organization-TouchPoint
touchpoint-internet-address-reviewinfo-lot,,,BT-505-Organization-TouchPoint
organisation-tel-revieworg-lot,,,BT-503-Organization-Company
organisation-internet-address-paying,,,BT-505-Organization-Company
touchpoint-country-paying,,,BT-514-Organization-TouchPoint
buyer-country-sub,,,BT-507-Organization-Company[OPT-200-Organization-Company = OPT-300-Procedure-Buyer]
organisation-identifier-tenderer,,,BT-501-Organization-Company
concession-revenue-user,BT-162-Tender,,BT-162-Tender
subcontracting-allowed-lot,OPT-150-LOT,,OPT-150-LOT
total-value,TV,,"BT-161-NoticeResult
BT-118-NoticeResult
BT-271-Procedure
BT-27-Procedure
BT-709-LotResult
BT-660-LotResult
BT-644-Lot"
organisation-fax-fiscal-legis-part,,,BT-739-Organization-Company
consumption-metric-res,OPT-080-LotResult,,OPT-080-LotResult
dps-usage-lot,BT-766-Lot,,BT-766-Lot
organisation-country-employ-legis-part,,,BT-514-Organization-Company
organisation-contact-point-serv-prov,,,BT-502-Organization-Company
buyer-person,,,BT-633-Organization[OPT-200-Organization-Company = OPT-300-Procedure-Buyer]
organisation-country-sub-subcontractor,,,BT-507-Organization-Company
organisation-post-code-docprovider-part,,,BT-512-Organization-Company
modification-part-reference,BT-1501(p)-Contract,BT-1501(s)-Contract,"BT-1501(p)-Contract,BT-1501(s)-Contract"
ubo-fax,,,BT-739-UBO
touchpoint-street-addinfo-part,,,"BT-510(a)-Organization-TouchPoint, BT-510(b)-Organization-TouchPoint, BT-510(c)-Organization-TouchPoint"
touchpoint-partname-employ-legis-part,,,BT-16-Organization-TouchPoint
organisation-partname-fiscal-legis-lot,,,BT-16-Organization-Company
change-procurement-documents,BT-718-notice,,BT-718-notice
touchpoint-tel-addinfo-part,,,BT-503-Organization-TouchPoint
touchpoint-street-reviewinfo-part,,,"BT-510(a)-Organization-TouchPoint, BT-510(b)-Organization-TouchPoint, BT-510(c)-Organization-TouchPoint"
touchpoint-country-sub-subcontractor,,,BT-507-Organization-TouchPoint
organisation-street-mediator-lot,,,"BT-510(a)-Organization-Company, BT-510(b)-Organization-Company, BT-510(c)-Organization-Company"
organisation-tel-financing,,,BT-503-Organization-Company
electronic-payment-lot,BT-93-Lot,,BT-93-Lot
organisation-contact-point-docprovider-part,,,BT-502-Organization-Company
buyer-partname,,,BT-16-Organization-Company[OPT-200-Organization-Company = OPT-300-Procedure-Buyer]
organisation-name-docprovider-lot,,,BT-500-Organization-Company
selection-criterion-lot,BT-809-Lot,BT-747-Lot,"BT-809-Lot, BT-747-Lot"
touchpoint-internet-address-docprovider-lot,,,BT-505-Organization-TouchPoint
